frame	xtl	ytl	xbr	ybr	class
2018_02-13_1418_left/012942	1592	783	1653	894	3.27
2018_02-13_1418_left/012948	1639	723	1719	838	3.27
2018_02-13_1418_left/012949	1656	797	1717	911	3.27
2018_02-13_1418_left/012950	1662	728	1744	840	3.27
2018_02-13_1418_left/012951	1662	725	1747	839	3.27
2018_02-13_1418_left/012952	1674	723	1758	839	3.27
2018_02-13_1418_left/012953	1675	711	1766	838	3.27
2018_02-13_1418_left/012954	1681	716	1778	849	3.27
2018_02-13_1418_left/012955	1688	699	1783	829	3.27
2018_02-13_1418_left/012956	1697	701	1797	840	3.27
2018_02-13_1418_left/012957	1703	696	1806	833	3.27
2018_02-13_1418_left/012958	1709	692	1814	833	3.27
2018_02-13_1418_left/012959	1716	689	1823	829	3.27
2018_02-13_1418_left/012960	1732	676	1836	815	3.27
2018_02-13_1418_left/012961	1741	681	1849	820	3.27
2018_02-13_1418_left/012962	1747	673	1859	819	3.27
2018_02-13_1418_left/012963	1758	665	1871	810	3.27
2018_02-13_1418_left/012964	1766	660	1883	809	3.27
2018_02-13_1418_left/012965	1780	658	1895	806	3.27
2018_02-13_1418_left/012966	1794	658	1905	801	3.27
2018_02-13_1418_left/012967	1802	646	1918	795	3.27
2018_02-13_1418_left/012968	1809	637	1928	789	3.27
2018_02-13_1418_left/012969	1830	636	1951	797	3.27
2018_02-13_1418_left/012970	1835	627	1963	791	3.27
2018_02-13_1418_left/012971	1845	617	1970	782	3.27
2018_02-13_1418_left/012972	1856	603	1997	780	3.27
2018_02-13_1418_left/012973	1867	604	2009	780	3.27
2018_02-13_1418_left/012974	1883	600	2025	776	3.27
2018_02-13_1418_left/012975	1895	592	2039	767	3.27
2018_02-13_1418_left/012975	948	944	981	993	5.19
2018_02-13_1418_left/012976	1912	586	2056	762	3.27
2018_02-13_1418_left/012977	1930	582	2080	766	3.27
2018_02-13_1418_left/012978	1941	576	2097	761	3.27
2018_02-13_1418_left/012978	948	947	982	997	5.19
2018_02-13_1418_left/012979	1956	566	2109	751	3.27
2018_02-13_1418_left/012980	1972	557	2130	744	3.27
2018_02-13_1418_left/012981	2003	551	2155	740	3.27
2018_02-13_1418_left/012982	2012	544	2171	736	3.27
2018_02-13_1418_left/012983	2019	513	2194	727	3.27
2018_02-13_1418_left/012984	2047	505	2215	709	3.27
2018_02-13_1418_left/012984	1404	926	1435	971	5.19
2018_02-13_1418_left/012985	2066	498	2233	705	3.27
2018_02-13_1418_left/012985	940	945	972	992	5.19
2018_02-13_1418_left/012985	1404	928	1439	971	5.19
2018_02-13_1418_left/012986	2067	485	2250	707	3.27
2018_02-13_1418_left/012986	1401	923	1433	973	5.19
2018_02-13_1418_left/012987	2087	473	2279	696	3.27
2018_02-13_1418_left/012987	1388	914	1427	966	5.19
2018_02-13_1418_left/012988	2096	453	2305	684	3.27
2018_02-13_1418_left/012988	1386	912	1428	963	5.19
2018_02-13_1418_left/012989	2110	440	2332	669	3.27
2018_02-13_1418_left/012989	1393	910	1435	962	5.19
2018_02-13_1418_left/012990	2129	433	2355	673	3.27
2018_02-13_1418_left/012990	1388	914	1437	968	5.19
2018_02-13_1418_left/012991	2159	415	2382	648	3.27
2018_02-13_1418_left/012992	2177	405	2400	640	3.27
2018_02-13_1418_left/012992	1394	913	1429	961	5.19
2018_02-13_1418_left/012992	910	933	941	979	5.19
2018_02-13_1418_left/012993	2199	378	2429	634	3.27
2018_02-13_1418_left/012993	1391	911	1432	961	5.19
2018_02-13_1418_left/012993	910	932	943	980	5.19
2018_02-13_1418_left/012994	2223	362	2446	629	3.27
2018_02-13_1418_left/012994	1383	911	1426	964	5.19
2018_02-13_1418_left/012995	2248	348	2451	615	3.27
2018_02-13_1418_left/012995	1385	908	1427	961	5.19
2018_02-13_1418_left/012996	2262	331	2443	598	3.27
2018_02-13_1418_left/012996	1383	899	1423	949	5.19
2018_02-13_1418_left/012997	2279	326	2449	593	3.27
2018_02-13_1418_left/012997	899	930	932	979	5.19
2018_02-13_1418_left/012998	1382	901	1421	949	5.19
2018_02-13_1418_left/012998	897	926	931	976	5.19
2018_02-13_1418_left/012999	886	925	921	976	5.19
2018_02-13_1418_left/013001	887	923	922	975	5.19
2018_02-13_1418_left/013002	1372	896	1414	944	5.19
2018_02-13_1418_left/013002	887	924	921	976	5.19
2018_02-13_1418_left/013003	887	926	921	977	5.19
2018_02-13_1418_left/013004	1372	898	1414	949	5.19
2018_02-13_1418_left/013004	884	925	918	975	5.19
2018_02-13_1418_left/013005	1368	902	1412	956	5.19
2018_02-13_1418_left/013005	873	924	909	976	5.19
2018_02-13_1418_left/013006	1365	901	1407	950	5.19
2018_02-13_1418_left/013006	869	923	904	976	5.19
2018_02-13_1418_left/013007	1362	903	1413	952	5.19
2018_02-13_1418_left/013007	866	928	901	978	5.19
2018_02-13_1418_left/013008	1364	898	1409	946	5.19
2018_02-13_1418_left/013008	868	924	903	976	5.19
2018_02-13_1418_left/013009	1353	897	1401	947	5.19
2018_02-13_1418_left/013009	863	922	898	976	5.19
2018_02-13_1418_left/013010	1354	902	1401	951	5.19
2018_02-13_1418_left/013010	862	927	898	979	5.19
2018_02-13_1418_left/013011	1349	894	1400	943	5.19
2018_02-13_1418_left/013012	1350	900	1397	950	5.19
2018_02-13_1418_left/013012	863	924	896	974	5.19
2018_02-13_1418_left/013013	1344	900	1392	950	5.19
2018_02-13_1418_left/013014	1347	907	1390	956	5.19
2018_02-13_1418_left/013014	853	923	889	976	5.19
2018_02-13_1418_left/013015	1345	909	1389	961	5.19
2018_02-13_1418_left/013015	849	927	883	977	5.19
2018_02-13_1418_left/013016	1343	904	1384	952	5.19
2018_02-13_1418_left/013016	847	927	881	975	5.19
2018_02-13_1418_left/013017	1341	911	1381	963	5.19
2018_02-13_1418_left/013017	843	930	875	978	5.19
2018_02-13_1418_left/013018	1342	909	1386	957	5.19
2018_02-13_1418_left/013018	843	930	876	979	5.19
2018_02-13_1418_left/013019	1340	906	1381	959	5.19
2018_02-13_1418_left/013019	842	927	874	976	5.19
2018_02-13_1418_left/013020	1341	906	1381	961	5.19
2018_02-13_1418_left/013020	840	927	872	975	5.19
2018_02-13_1418_left/013021	1338	904	1378	957	5.19
2018_02-13_1418_left/013021	842	927	872	973	5.19
2018_02-13_1418_left/013022	1336	908	1377	961	5.19
2018_02-13_1418_left/013022	832	929	864	976	5.19
2018_02-13_1418_left/013023	1339	902	1381	954	5.19
2018_02-13_1418_left/013023	836	924	868	972	5.19
2018_02-13_1418_left/013024	1338	907	1381	958	5.19
2018_02-13_1418_left/013024	830	927	861	974	5.19
2018_02-13_1418_left/013025	1334	909	1378	966	5.19
2018_02-13_1418_left/013025	828	925	860	974	5.19
2018_02-13_1418_left/013026	1333	907	1379	966	5.19
2018_02-13_1418_left/013026	823	925	855	976	5.19
2018_02-13_1418_left/013027	1332	910	1377	965	5.19
2018_02-13_1418_left/013027	823	927	855	977	5.19
2018_02-13_1418_left/013028	1333	908	1381	967	5.19
2018_02-13_1418_left/013028	823	927	855	978	5.19
2018_02-13_1418_left/013029	1338	913	1380	968	5.19
2018_02-13_1418_left/013029	823	930	854	977	5.19
2018_02-13_1418_left/013030	1337	912	1380	968	5.19
2018_02-13_1418_left/013030	824	930	854	979	5.19
2018_02-13_1418_left/013031	1335	913	1375	965	5.19
2018_02-13_1418_left/013031	825	933	856	982	5.19
2018_02-13_1418_left/013032	1338	913	1379	966	5.19
2018_02-13_1418_left/013032	826	930	858	979	5.19
2018_02-13_1418_left/013033	1340	913	1387	968	5.19
2018_02-13_1418_left/013033	825	934	858	987	5.19
2018_02-13_1418_left/013034	1343	913	1387	965	5.19
2018_02-13_1418_left/013034	825	932	858	984	5.19
2018_02-13_1418_left/013035	1345	914	1389	962	5.19
2018_02-13_1418_left/013035	821	933	855	985	5.19
2018_02-13_1418_left/013036	1345	915	1389	962	5.19
2018_02-13_1418_left/013036	820	930	855	982	5.19
2018_02-13_1418_left/013037	1347	914	1389	965	5.19
2018_02-13_1418_left/013037	825	938	858	989	5.19
2018_02-13_1418_left/013038	1350	914	1388	964	5.19
2018_02-13_1418_left/013038	829	936	863	984	5.19
2018_02-13_1418_left/013039	1356	915	1395	964	5.19
2018_02-13_1418_left/013039	827	936	862	984	5.19
2018_02-13_1418_left/013040	1352	914	1396	966	5.19
2018_02-13_1418_left/013040	829	936	865	987	5.19
2018_02-13_1418_left/013041	1350	914	1394	966	5.19
2018_02-13_1418_left/013041	833	935	867	985	5.19
2018_02-13_1418_left/013042	416	884	465	955	5.19
2018_02-13_1418_left/013042	1362	913	1405	970	5.19
2018_02-13_1418_left/013042	838	932	872	983	5.19
2018_02-13_1418_left/013043	1367	912	1407	968	5.19
2018_02-13_1418_left/013043	840	933	877	984	5.19
2018_02-13_1418_left/013044	1368	912	1411	968	5.19
2018_02-13_1418_left/013044	842	936	880	986	5.19
2018_02-13_1418_left/013045	1369	911	1415	968	5.19
2018_02-13_1418_left/013045	839	935	876	982	5.19
2018_02-13_1418_left/013046	1369	912	1413	965	5.19
2018_02-13_1418_left/013046	841	933	880	981	5.19
2018_02-13_1418_left/013047	1369	908	1417	963	5.19
2018_02-13_1418_left/013047	841	929	881	979	5.19
2018_02-13_1418_left/013048	1371	910	1422	967	5.19
2018_02-13_1418_left/013048	840	932	878	981	5.19
2018_02-13_1418_left/013049	1377	911	1422	967	5.19
2018_02-13_1418_left/013049	843	930	880	977	5.19
2018_02-13_1418_left/013050	1379	912	1424	967	5.19
2018_02-13_1418_left/013050	841	933	878	981	5.19
2018_02-13_1418_left/013051	1376	912	1425	969	5.19
2018_02-13_1418_left/013051	844	933	879	980	5.19
2018_02-13_1418_left/013052	1377	911	1429	968	5.19
2018_02-13_1418_left/013052	845	932	882	981	5.19
2018_02-13_1418_left/013053	1385	912	1427	967	5.19
2018_02-13_1418_left/013053	850	932	884	981	5.19
2018_02-13_1418_left/013054	1383	912	1426	971	5.19
2018_02-13_1418_left/013054	848	935	883	985	5.19
2018_02-13_1418_left/013055	1131	884	1168	945	5.19
2018_02-13_1418_left/013055	1382	912	1429	970	5.19
2018_02-13_1418_left/013055	850	928	884	977	5.19
2018_02-13_1418_left/013056	1387	914	1430	968	5.19
2018_02-13_1418_left/013056	855	932	888	981	5.19
2018_02-13_1418_left/013057	1390	913	1434	969	5.19
2018_02-13_1418_left/013058	1394	914	1436	968	5.19
2018_02-13_1418_left/013059	1395	915	1435	968	5.19
2018_02-13_1418_left/013059	856	931	890	979	5.19
2018_02-13_1418_left/013060	1394	913	1437	971	5.19
2018_02-13_1418_left/013060	860	930	893	980	5.19
2018_02-13_1418_left/013061	1404	914	1442	967	5.19
2018_02-13_1418_left/013061	863	932	896	979	5.19
2018_02-13_1418_left/013062	1405	912	1449	967	5.19
2018_02-13_1418_left/013062	862	931	898	981	5.19
2018_02-13_1418_left/013063	1413	912	1457	965	5.19
2018_02-13_1418_left/013063	860	931	894	981	5.19
2018_02-13_1418_left/013064	1411	912	1455	967	5.19
2018_02-13_1418_left/013064	861	930	895	977	5.19
2018_02-13_1418_left/013065	1156	884	1188	936	5.19
2018_02-13_1418_left/013065	1413	910	1459	970	5.19
2018_02-13_1418_left/013065	867	930	900	976	5.19
2018_02-13_1418_left/013066	1417	910	1466	968	5.19
2018_02-13_1418_left/013066	868	931	902	976	5.19
2018_02-13_1418_left/013067	871	934	904	981	5.19
2018_02-13_1418_left/013068	866	937	898	983	5.19
2018_02-13_1418_left/013069	1162	886	1193	935	5.19
2018_02-13_1418_left/013070	474	890	515	952	3.27
2018_02-13_1418_left/013070	1425	912	1474	970	5.19
2018_02-13_1418_left/013071	1431	913	1474	968	5.19
2018_02-13_1418_left/013072	1428	913	1475	968	5.19
2018_02-13_1418_left/013073	1435	911	1478	971	5.19
2018_02-13_1418_left/013073	882	934	917	982	5.19
2018_02-13_1418_left/013074	1433	912	1478	970	5.19
2018_02-13_1418_left/013075	1436	913	1483	970	5.19
2018_02-13_1418_left/013075	885	933	919	981	5.19
2018_02-13_1418_left/013076	1440	913	1485	969	5.19
2018_02-13_1418_left/013077	891	940	926	985	5.19
2018_02-13_1418_left/013077	1441	920	1488	974	5.19
2018_02-13_1418_left/013078	1447	921	1489	973	5.19
2018_02-13_1418_left/013079	1458	921	1500	974	5.19
2018_02-13_1418_left/013080	903	942	936	987	5.19
2018_02-13_1418_left/013080	1455	919	1497	975	5.19
2018_02-13_1418_left/013081	904	940	938	989	5.19
2018_02-13_1418_left/013081	1461	922	1502	974	5.19
2018_02-13_1418_left/013082	1466	920	1509	974	5.19
2018_02-13_1418_left/013083	1474	921	1517	974	5.19
2018_02-13_1418_left/013084	910	947	943	996	5.19
2018_02-13_1418_left/013085	1476	921	1521	973	5.19
2018_02-13_1418_left/013086	1495	921	1533	973	5.19
2018_02-13_1418_left/013087	1496	920	1534	973	5.19
2018_02-13_1418_left/013088	1497	921	1535	973	5.19
2018_02-13_1418_left/013089	936	945	969	995	5.19
2018_02-13_1418_left/013089	1499	921	1539	973	5.19
2018_02-13_1418_left/013090	939	946	972	996	5.19
2018_02-13_1418_left/013090	1499	920	1541	975	5.19
2018_02-13_1418_left/013091	942	947	976	998	5.19
2018_02-13_1418_left/013091	1502	921	1543	974	5.19
2018_02-13_1418_left/013092	943	947	977	999	5.19
2018_02-13_1418_left/013092	1510	918	1550	976	5.19
2018_02-13_1418_left/013093	947	947	980	998	5.19
2018_02-13_1418_left/013093	1518	920	1558	974	5.19
2018_02-13_1418_left/013094	1525	913	1569	968	5.19
2018_02-13_1418_left/013094	950	941	983	992	5.19
2018_02-13_1418_left/013095	957	945	991	997	5.19
2018_02-13_1418_left/013095	1522	918	1564	976	5.19
2018_02-13_1418_left/013096	964	947	996	996	5.19
2018_02-13_1418_left/013096	1525	919	1565	974	5.19
2018_02-13_1418_left/013097	1533	913	1574	969	5.19
2018_02-13_1418_left/013097	959	947	993	996	5.19
2018_02-13_1418_left/013098	1537	913	1581	970	5.19
2018_02-13_1418_left/013098	963	948	996	997	5.19
2018_02-13_1418_left/013099	1541	912	1588	970	5.19
2018_02-13_1418_left/013099	961	946	996	998	5.19
2018_02-13_1418_left/013100	1544	912	1592	970	5.19
2018_02-13_1418_left/013100	967	943	1001	994	5.19
2018_02-13_1418_left/013101	1554	914	1595	969	5.19
2018_02-13_1418_left/013101	967	942	1002	994	5.19
2018_02-13_1418_left/013102	1558	912	1600	969	5.19
2018_02-13_1418_left/013103	1562	913	1608	968	5.19
2018_02-13_1418_left/013103	973	939	1007	990	5.19
2018_02-13_1418_left/013104	1563	912	1609	970	5.19
2018_02-13_1418_left/013105	1569	912	1613	972	5.19
2018_02-13_1418_left/013106	1569	913	1619	970	5.19
2018_02-13_1418_left/013106	978	938	1011	988	5.19
2018_02-13_1418_left/013107	1572	912	1616	972	5.19
2018_02-13_1418_left/013107	977	939	1012	990	5.19
2018_02-13_1418_left/013108	1575	912	1618	973	5.19
2018_02-13_1418_left/013108	976	941	1009	991	5.19
2018_02-13_1418_left/013109	1577	911	1621	972	5.19
2018_02-13_1418_left/013109	976	941	1010	992	5.19
2018_02-13_1418_left/013110	1576	912	1620	972	5.19
2018_02-13_1418_left/013110	979	943	1013	994	5.19
2018_02-13_1418_left/013111	1580	912	1626	971	5.19
2018_02-13_1418_left/013111	981	945	1017	998	5.19
2018_02-13_1418_left/013112	982	944	1019	998	5.19
2018_02-13_1418_left/013112	1590	917	1633	977	5.19
2018_02-13_1418_left/013113	980	945	1018	999	5.19
2018_02-13_1418_left/013113	1592	917	1632	976	5.19
2018_02-13_1418_left/013114	1598	917	1639	977	5.19
2018_02-13_1418_left/013115	1594	910	1640	972	5.19
2018_02-13_1418_left/013115	982	947	1018	999	5.19
2018_02-13_1418_left/013116	987	943	1022	996	5.19
2018_02-13_1418_left/013116	1603	917	1643	977	5.19
2018_02-13_1418_left/013117	1599	910	1642	972	5.19
2018_02-13_1418_left/013117	984	942	1021	996	5.19
2018_02-13_1418_left/013118	985	942	1022	995	5.19
2018_02-13_1418_left/013118	1609	917	1650	977	5.19
2018_02-13_1418_left/013119	981	944	1017	999	5.19
2018_02-13_1418_left/013119	1610	917	1652	976	5.19
2018_02-13_1418_left/013120	1609	910	1652	973	5.19
2018_02-13_1418_left/013121	1304	877	1341	935	4.2
2018_02-13_1418_left/013121	1608	910	1651	972	5.19
2018_02-13_1418_left/013121	981	945	1017	997	5.19
2018_02-13_1418_left/013122	1607	909	1651	973	5.19
2018_02-13_1418_left/013122	980	943	1016	995	5.19
2018_02-13_1418_left/013123	1608	910	1653	973	5.19
2018_02-13_1418_left/013123	973	943	1008	996	5.19
2018_02-13_1418_left/013124	1609	909	1653	972	5.19
2018_02-13_1418_left/013124	971	944	1008	996	5.19
2018_02-13_1418_left/013125	1612	910	1658	972	5.19
2018_02-13_1418_left/013125	971	945	1006	998	5.19
2018_02-13_1418_left/013126	973	943	1010	999	5.19
2018_02-13_1418_left/013126	1612	918	1656	979	5.19
2018_02-13_1418_left/013127	1610	907	1658	976	5.19
2018_02-13_1418_left/013128	970	946	1008	1003	5.19
2018_02-13_1418_left/013128	1613	918	1658	979	5.19
2018_02-13_1418_left/013129	973	951	1009	1005	5.19
2018_02-13_1418_left/013129	1613	918	1660	980	5.19
2018_02-13_1418_left/013130	1612	917	1660	980	5.19
2018_02-13_1418_left/013131	963	944	1002	1003	5.19
2018_02-13_1418_left/013131	1616	918	1661	979	5.19
2018_02-13_1418_left/013132	1617	909	1662	973	5.19
2018_02-13_1418_left/013132	957	945	995	1001	5.19
2018_02-13_1418_left/013133	1617	908	1665	973	5.19
2018_02-13_1418_left/013133	960	947	1001	1006	5.19
2018_02-13_1418_left/013134	1618	907	1664	973	5.19
2018_02-13_1418_left/013134	959	945	999	1004	5.19
2018_02-13_1418_left/013135	1617	907	1662	973	5.19
2018_02-13_1418_left/013135	955	947	992	1003	5.19
2018_02-13_1418_left/013136	1616	907	1662	973	5.19
2018_02-13_1418_left/013136	954	948	993	1004	5.19
2018_02-13_1418_left/013137	1614	907	1660	971	5.19
2018_02-13_1418_left/013137	955	947	993	1003	5.19
2018_02-13_1418_left/013138	1620	906	1665	971	5.19
2018_02-13_1418_left/013138	954	947	992	1002	5.19
2018_02-13_1418_left/013139	1620	905	1665	969	5.19
2018_02-13_1418_left/013139	950	943	989	999	5.19
2018_02-13_1418_left/013140	1622	906	1668	973	5.19
2018_02-13_1418_left/013140	952	947	992	1007	5.19
2018_02-13_1418_left/013141	1624	906	1670	973	5.19
2018_02-13_1418_left/013141	950	946	988	1004	5.19
2018_02-13_1418_left/013142	1625	906	1671	974	5.19
2018_02-13_1418_left/013142	949	945	985	1000	5.19
2018_02-13_1418_left/013143	1627	904	1675	975	5.19
2018_02-13_1418_left/013143	949	948	986	1004	5.19
2018_02-13_1418_left/013144	1629	905	1675	973	5.19
2018_02-13_1418_left/013144	947	948	983	1002	5.19
2018_02-13_1418_left/013145	1630	904	1679	978	5.19
2018_02-13_1418_left/013145	946	950	983	1005	5.19
2018_02-13_1418_left/013146	1628	901	1676	971	5.19
2018_02-13_1418_left/013146	937	945	973	1000	5.19
2018_02-13_1418_left/013147	1632	901	1682	974	5.19
2018_02-13_1418_left/013147	939	945	975	999	5.19
2018_02-13_1418_left/013148	1634	901	1683	974	5.19
2018_02-13_1418_left/013148	940	943	978	999	5.19
2018_02-13_1418_left/013149	1633	902	1682	974	5.19
2018_02-13_1418_left/013149	935	946	971	1001	5.19
2018_02-13_1418_left/013150	1636	901	1685	974	5.19
2018_02-13_1418_left/013150	934	949	970	1003	5.19
2018_02-13_1418_left/013151	1291	872	1323	924	4.2
2018_02-13_1418_left/013151	1634	898	1685	974	5.19
2018_02-13_1418_left/013151	930	943	967	1000	5.19
2018_02-13_1418_left/013152	1638	900	1687	973	5.19
2018_02-13_1418_left/013152	935	942	970	996	5.19
2018_02-13_1418_left/013153	1289	872	1321	923	4.2
2018_02-13_1418_left/013153	1636	899	1686	973	5.19
2018_02-13_1418_left/013153	911	946	952	1004	5.19
2018_02-13_1418_left/013154	1290	874	1322	925	4.2
2018_02-13_1418_left/013154	1638	899	1689	974	5.19
2018_02-13_1418_left/013154	912	947	954	1005	5.19
2018_02-13_1418_left/013155	1288	874	1320	925	4.2
2018_02-13_1418_left/013155	1637	898	1688	973	5.19
2018_02-13_1418_left/013155	911	947	954	1004	5.19
2018_02-13_1418_left/013156	1287	873	1320	924	4.2
2018_02-13_1418_left/013156	1641	897	1693	973	5.19
2018_02-13_1418_left/013156	912	949	952	1005	5.19
2018_02-13_1418_left/013157	1280	868	1315	920	4.2
2018_02-13_1418_left/013157	1643	896	1696	971	5.19
2018_02-13_1418_left/013157	910	944	952	1001	5.19
2018_02-13_1418_left/013158	1280	862	1316	915	4.2
2018_02-13_1418_left/013158	1651	894	1705	966	5.19
2018_02-13_1418_left/013158	912	943	953	1000	5.19
2018_02-13_1418_left/013159	1282	867	1316	918	4.2
2018_02-13_1418_left/013159	1651	890	1705	966	5.19
2018_02-13_1418_left/013159	909	939	950	996	5.19
2018_02-13_1418_left/013160	1652	889	1707	964	5.19
2018_02-13_1418_left/013160	908	940	947	995	5.19
2018_02-13_1418_left/013161	1653	889	1711	960	5.19
2018_02-13_1418_left/013161	901	930	938	984	5.19
2018_02-13_1418_left/013162	1654	885	1714	963	5.19
2018_02-13_1418_left/013162	897	927	937	985	5.19
2018_02-13_1418_left/013163	1650	889	1717	960	5.19
2018_02-13_1418_left/013163	895	930	935	988	5.19
2018_02-13_1418_left/013164	1655	887	1716	964	5.19
2018_02-13_1418_left/013164	890	928	933	991	5.19
2018_02-13_1418_left/013165	1279	854	1316	908	4.2
2018_02-13_1418_left/013165	1657	886	1714	965	5.19
2018_02-13_1418_left/013165	887	929	930	991	5.19
2018_02-13_1418_left/013166	1670	882	1732	959	5.19
2018_02-13_1418_left/013166	880	929	925	992	5.19
2018_02-13_1418_left/013167	1276	852	1312	906	4.2
2018_02-13_1418_left/013167	1670	881	1731	966	5.19
2018_02-13_1418_left/013167	886	935	929	998	5.19
2018_02-13_1418_left/013168	1670	881	1731	964	5.19
2018_02-13_1418_left/013168	885	935	927	995	5.19
2018_02-13_1418_left/013169	1672	883	1731	963	5.19
2018_02-13_1418_left/013169	877	938	919	999	5.19
2018_02-13_1418_left/013170	1672	881	1733	965	5.19
2018_02-13_1418_left/013170	875	940	918	1000	5.19
2018_02-13_1418_left/013171	1674	881	1734	962	5.19
2018_02-13_1418_left/013171	870	941	915	1005	5.19
2018_02-13_1418_left/013172	1676	880	1738	964	5.19
2018_02-13_1418_left/013172	866	939	913	1006	5.19
2018_02-13_1418_left/013173	1681	880	1742	963	5.19
2018_02-13_1418_left/013173	859	940	906	1008	5.19
2018_02-13_1418_left/013174	1684	877	1745	962	5.19
2018_02-13_1418_left/013174	859	939	906	1003	5.19
2018_02-13_1418_left/013175	1687	876	1751	964	5.19
2018_02-13_1418_left/013175	852	943	900	1009	5.19
2018_02-13_1418_left/013176	1689	875	1754	962	5.19
2018_02-13_1418_left/013176	846	935	895	1005	5.19
2018_02-13_1418_left/013177	1688	876	1754	966	5.19
2018_02-13_1418_left/013177	842	937	888	1007	5.19
2018_02-13_1418_left/013178	1692	869	1756	954	5.19
2018_02-13_1418_left/013178	841	927	889	1000	5.19
2018_02-13_1418_left/013179	1690	866	1755	954	5.19
2018_02-13_1418_left/013179	838	931	884	1000	5.19
2018_02-13_1418_left/013180	1694	864	1764	950	5.19
2018_02-13_1418_left/013180	832	938	882	1007	5.19
2018_02-13_1418_left/013181	1698	859	1763	947	5.19
2018_02-13_1418_left/013181	828	921	876	988	5.19
2018_02-13_1418_left/013182	1700	859	1767	948	5.19
2018_02-13_1418_left/013182	827	934	880	1001	5.19
2018_02-13_1418_left/013183	1698	853	1768	947	5.19
2018_02-13_1418_left/013183	821	917	871	990	5.19
2018_02-13_1418_left/013184	1257	842	1296	903	4.2
2018_02-13_1418_left/013184	1701	855	1771	949	5.19
2018_02-13_1418_left/013184	822	927	869	996	5.19
2018_02-13_1418_left/013185	1701	850	1772	945	5.19
2018_02-13_1418_left/013185	813	919	861	992	5.19
2018_02-13_1418_left/013186	1705	847	1776	944	5.19
2018_02-13_1418_left/013186	810	924	857	996	5.19
2018_02-13_1418_left/013187	1705	849	1777	947	5.19
2018_02-13_1418_left/013187	812	924	858	994	5.19
2018_02-13_1418_left/013188	1711	845	1786	945	5.19
2018_02-13_1418_left/013188	806	921	855	996	5.19
2018_02-13_1418_left/013189	1712	847	1783	943	5.19
2018_02-13_1418_left/013189	801	918	852	995	5.19
2018_02-13_1418_left/013190	1252	837	1292	901	4.2
2018_02-13_1418_left/013190	1718	848	1789	944	5.19
2018_02-13_1418_left/013190	796	918	846	995	5.19
2018_02-13_1418_left/013191	1716	844	1789	942	5.19
2018_02-13_1418_left/013191	787	917	837	993	5.19
2018_02-13_1418_left/013192	452	742	539	893	4.1
2018_02-13_1418_left/013192	1722	846	1795	942	5.19
2018_02-13_1418_left/013192	783	921	833	999	5.19
2018_02-13_1418_left/013193	1725	850	1798	949	5.19
2018_02-13_1418_left/013193	779	921	828	994	5.19
2018_02-13_1418_left/013194	1242	834	1283	896	4.2
2018_02-13_1418_left/013194	1726	850	1798	950	5.19
2018_02-13_1418_left/013194	773	923	824	997	5.19
2018_02-13_1418_left/013195	1243	834	1284	896	4.2
2018_02-13_1418_left/013195	1730	849	1803	949	5.19
2018_02-13_1418_left/013195	771	925	823	1001	5.19
2018_02-13_1418_left/013196	1729	846	1806	949	5.19
2018_02-13_1418_left/013196	764	923	816	999	5.19
2018_02-13_1418_left/013197	1733	844	1816	947	5.19
2018_02-13_1418_left/013197	761	921	816	999	5.19
2018_02-13_1418_left/013198	1243	834	1283	893	4.2
2018_02-13_1418_left/013198	1742	842	1821	940	5.19
2018_02-13_1418_left/013198	756	914	814	996	5.19
2018_02-13_1418_left/013199	1744	836	1821	938	5.19
2018_02-13_1418_left/013199	753	913	811	997	5.19
2018_02-13_1418_left/013200	1744	831	1831	933	5.19
2018_02-13_1418_left/013200	748	907	807	992	5.19
2018_02-13_1418_left/013201	1742	827	1824	928	5.19
2018_02-13_1418_left/013201	742	906	803	991	5.19
2018_02-13_1418_left/013202	739	899	801	984	5.19
2018_02-13_1418_left/013202	1746	825	1821	924	5.19
2018_02-13_1418_left/013203	731	896	793	986	5.19
2018_02-13_1418_left/013204	725	895	790	988	5.19
2018_02-13_1418_left/013205	724	895	789	988	5.19
2018_02-13_1418_left/013206	711	898	776	986	5.19
2018_02-13_1418_left/013207	704	895	772	987	5.19
2018_02-13_1418_left/013208	701	893	769	990	5.19
2018_02-13_1418_left/013208	1232	817	1272	881	4.2
2018_02-13_1418_left/013208	1769	823	1843	925	5.19
2018_02-13_1418_left/013209	1228	806	1269	869	4.2
2018_02-13_1418_left/013209	690	902	757	997	5.19
2018_02-13_1418_left/013210	684	891	757	991	5.19
2018_02-13_1418_left/013210	1224	809	1266	874	4.2
2018_02-13_1418_left/013211	680	900	749	997	5.19
2018_02-13_1418_left/013212	684	890	756	993	5.19
2018_02-13_1418_left/013212	1221	809	1267	880	4.2
2018_02-13_1418_left/013213	674	892	743	991	5.19
2018_02-13_1418_left/013214	661	890	737	993	5.19
2018_02-13_1418_left/013215	652	887	730	994	5.19
2018_02-13_1418_left/013215	1848	801	1925	909	5.19
2018_02-13_1418_left/013216	650	887	727	995	5.19
2018_02-13_1418_left/013216	1846	800	1929	911	5.19
2018_02-13_1418_left/013217	638	887	716	992	5.19
2018_02-13_1418_left/013217	1846	797	1929	906	5.19
2018_02-13_1418_left/013218	631	887	709	994	5.19
2018_02-13_1418_left/013218	1845	795	1933	907	5.19
2018_02-13_1418_left/013219	10	579	129	757	3.27
2018_02-13_1418_left/013219	628	887	702	990	5.19
